list_id;list_name;parliament_id;district_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type
CH_NT-NR_2003__CH_NT-NR_2003__Ticino__Partito-Socialista-PS;Partito-Socialista-PS;CH_NT-NR_2003;CH_NT-NR_2003__Ticino;CH_TI;3;CH_SP|PS_RE-TI;8;179490;
CH_NT-NR_2003__CH_NT-NR_2003__Vaud__Parti-Socialiste-Vaudois;Parti-Socialiste-Vaudois;CH_NT-NR_2003;CH_NT-NR_2003__Vaud;CH_VD;13;CH_SP|PS_RE-VD;18;573356;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__Sozialdemokratische-Partei-Oberwallis-SPO;Sozialdemokratische-Partei-Oberwallis-SPO;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;4;CH_SP|PS_RE-VS;5;32636;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__Parti-Socialiste-du-Valais-romand;Parti-Socialiste-du-Valais-romand;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;7;CH_SP|PS_RE-VS;6;72386;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__Jeunesses-Socialistes-du-Valais;Jeunesses-Socialistes-du-Valais;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;8;;6;8960;
CH_NT-NR_2003__CH_NT-NR_2003__Neuchatel__Parti-socialiste-neuchatelois-liste-Femmes;Parti-socialiste-neuchatelois-liste-Femmes;CH_NT-NR_2003;CH_NT-NR_2003__Neuchatel;CH_NE;33A;CH_SP|PS_RE-NE;5;32170;
CH_NT-NR_2003__CH_NT-NR_2003__Neuchatel__Parti-socialiste-neuchatelois-liste-Hommes;Parti-socialiste-neuchatelois-liste-Hommes;CH_NT-NR_2003;CH_NT-NR_2003__Neuchatel;CH_NE;33B;CH_SP|PS_RE-NE;5;40206;
CH_NT-NR_2003__CH_NT-NR_2003__Geneve__Les-socialistes;Les-socialistes;CH_NT-NR_2003;CH_NT-NR_2003__Geneve;CH_GE;1;CH_SP|PS_RE-GE;7;187937;
CH_NT-NR_2003__CH_NT-NR_2003__Jura__Parti-socialiste-jurassien-PSJ;Parti-socialiste-jurassien-PSJ;CH_NT-NR_2003;CH_NT-NR_2003__Jura;CH_JU;1;CH_SP|PS_RE-JU;2;13087;
CH_NT-NR_2003__CH_NT-NR_2003__Jura__Jeunesse-socialiste-et-progressiste-jurassienne-JSPJ;Jeunesse-socialiste-et-progressiste-jurassienne-JSPJ;CH_NT-NR_2003;CH_NT-NR_2003__Jura;CH_JU;2;;2;1922;
CH_NT-NR_2003__CH_NT-NR_2003__Zuerich__SVP-Schweizerische-Volkspartei;SVP-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Zuerich;CH_ZH;1;CH_SVP|UDC_RE-ZH;34;3909467;
CH_NT-NR_2003__CH_NT-NR_2003__Zuerich__SVP-Junge-Schweizerische-Volkspartei;SVP-Junge-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Zuerich;CH_ZH;10;CH_SVP|UDC_RE-ZH;34;62969;
CH_NT-NR_2003__CH_NT-NR_2003__Zuerich__SVP-Auslandschweizer-Union;SVP-Auslandschweizer-Union;CH_NT-NR_2003;CH_NT-NR_2003__Zuerich;CH_ZH;31;;17;7911;
CH_NT-NR_2003__CH_NT-NR_2003__Zuerich__Unabhaengige-SVP-Senioren;Unabhaengige-SVP-Senioren;CH_NT-NR_2003;CH_NT-NR_2003__Zuerich;CH_ZH;32;CH_SVP|UDC_RE-ZH;27;44051;
CH_NT-NR_2003__CH_NT-NR_2003__Bern-Berne__Schweizerische-Volkspartei-Maenner-SVP-Maenner-Union-democratique-du-Centre-Hommes-UDC-Hommes;Schweizerische-Volkspartei-Maenner-SVP-Maenner-Union-democratique-du-Centre-Hommes-UDC-Hommes;CH_NT-NR_2003;CH_NT-NR_2003__Bern-Berne;CH_BE;1;CH_SVP|UDC_RE-BE;26;1378723;
CH_NT-NR_2003__CH_NT-NR_2003__Bern-Berne__Schweizerische-Volkspartei-Frauen-SVP-Frauen-Union-democratique-du-centre-Femmes-UDC-Femmes;Schweizerische-Volkspartei-Frauen-SVP-Frauen-Union-democratique-du-centre-Femmes-UDC-Femmes;CH_NT-NR_2003;CH_NT-NR_2003__Bern-Berne;CH_BE;2;CH_BDP_RE-BE;13;320111;
CH_NT-NR_2003__CH_NT-NR_2003__Bern-Berne__Junge-Schweizerische-Volkspartei-JSVP-Jeune-Union-democratique-du-Centre-JUDC;Junge-Schweizerische-Volkspartei-JSVP-Jeune-Union-democratique-du-Centre-JUDC;CH_NT-NR_2003;CH_NT-NR_2003__Bern-Berne;CH_BE;3;CH_SVP|UDC_RE-BE;26;99183;
CH_NT-NR_2003__CH_NT-NR_2003__Luzern__Junge-Schweizerische-Volkspartei-JSVP-des-Kantons-Luzern;Junge-Schweizerische-Volkspartei-JSVP-des-Kantons-Luzern;CH_NT-NR_2003;CH_NT-NR_2003__Luzern;CH_LU;19;;4;5356;
CH_NT-NR_2003__CH_NT-NR_2003__Luzern__Schweizerische-Volkspartei-SVP-des-Kantons-Luzern;Schweizerische-Volkspartei-SVP-des-Kantons-Luzern;CH_NT-NR_2003;CH_NT-NR_2003__Luzern;CH_LU;4;CH_SVP|UDC_RE-LU;10;249847;
CH_NT-NR_2003__CH_NT-NR_2003__Uri__Paul-Dubacher-Schweizerische-Volkspartei;Paul-Dubacher-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Uri;CH_UR;2;;1;3384;
CH_NT-NR_2003__CH_NT-NR_2003__Schwyz__Junge-Schweizerische-Volkspartei-JSVP-des-Kantons-Schwyz;Junge-Schweizerische-Volkspartei-JSVP-des-Kantons-Schwyz;CH_NT-NR_2003;CH_NT-NR_2003__Schwyz;CH_SZ;3;;4;6966;
CH_NT-NR_2003__CH_NT-NR_2003__Schwyz__Schweizerische-Volkspartei-SVP-des-Kantons-Schwyz;Schweizerische-Volkspartei-SVP-des-Kantons-Schwyz;CH_NT-NR_2003;CH_NT-NR_2003__Schwyz;CH_SZ;5;CH_SVP|UDC_RE-SZ;4;63597;
CH_NT-NR_2003__CH_NT-NR_2003__Obwalden__Adrian-Halter-Schweizerische-Volkspartei;Adrian-Halter-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Obwalden;CH_OW;2;;1;3238;
CH_NT-NR_2003__CH_NT-NR_2003__Zug__Junge-SVP-des-Kantons-Zug;Junge-SVP-des-Kantons-Zug;CH_NT-NR_2003;CH_NT-NR_2003__Zug;CH_ZG;6;;3;5946;
CH_NT-NR_2003__CH_NT-NR_2003__Zug__Schweizerische-Volkspartei-SVP;Schweizerische-Volkspartei-SVP;CH_NT-NR_2003;CH_NT-NR_2003__Zug;CH_ZG;7;CH_SVP|UDC_RE-ZG;3;22058;
CH_NT-NR_2003__CH_NT-NR_2003__Fribourg-Freiburg__Union-Democratique-du-Centre-Schweizerische-Volkspartei;Union-Democratique-du-Centre-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Fribourg-Freiburg;CH_FR;5;CH_SVP|UDC_RE-FR;7;96616;
CH_NT-NR_2003__CH_NT-NR_2003__Solothurn__Junge-Schweizerische-Volkspartei;Junge-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Solothurn;CH_SO;1;;5;4893;
CH_NT-NR_2003__CH_NT-NR_2003__Solothurn__Schweiz-Volkspartei-SVP-des-Kantons-Solothurn;Schweiz-Volkspartei-SVP-des-Kantons-Solothurn;CH_NT-NR_2003;CH_NT-NR_2003__Solothurn;CH_SO;2;CH_SVP|UDC_RE-SO;7;113082;
CH_NT-NR_2003__CH_NT-NR_2003__Basel-Stadt__Basler-SVP-die-buergerliche-Alternative;Basler-SVP-die-buergerliche-Alternative;CH_NT-NR_2003;CH_NT-NR_2003__Basel-Stadt;CH_BS;12;CH_SVP|UDC_RE-BS;5;49518;
CH_NT-NR_2003__CH_NT-NR_2003__Basel-Stadt__Junge-SVP-Basel-Stadt-JSVP;Junge-SVP-Basel-Stadt-JSVP;CH_NT-NR_2003;CH_NT-NR_2003__Basel-Stadt;CH_BS;18;CH_SVP|UDC_RE-BS;3;2054;
CH_NT-NR_2003__CH_NT-NR_2003__Basel-Landschaft__Schweizerische-Volkspartei-Auslandschweizer-SVPA;Schweizerische-Volkspartei-Auslandschweizer-SVPA;CH_NT-NR_2003;CH_NT-NR_2003__Basel-Landschaft;CH_BL;10;;7;1971;
CH_NT-NR_2003__CH_NT-NR_2003__Basel-Landschaft__Schweizerische-Volkspartei-SVP;Schweizerische-Volkspartei-SVP;CH_NT-NR_2003;CH_NT-NR_2003__Basel-Landschaft;CH_BL;3;CH_SVP|UDC_RE-BL;7;138294;
CH_NT-NR_2003__CH_NT-NR_2003__Schaffhausen__Schweizerische-Volkspartei-SVP;Schweizerische-Volkspartei-SVP;CH_NT-NR_2003;CH_NT-NR_2003__Schaffhausen;CH_SH;3;;2;11744;
CH_NT-NR_2003__CH_NT-NR_2003__Schaffhausen__Junge-SVP-Schaffhausen;Junge-SVP-Schaffhausen;CH_NT-NR_2003;CH_NT-NR_2003__Schaffhausen;CH_SH;5;;2;4700;
CH_NT-NR_2003__CH_NT-NR_2003__Appenzell-A-RH__Schweizerische-Volkspartei;Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__Appenzell-A-RH;CH_AR;2;CH_SVP|UDC_RE-AR;1;6680;
CH_NT-NR_2003__CH_NT-NR_2003__St-Gallen__SVP-Schweizerische-Volkspartei;SVP-Schweizerische-Volkspartei;CH_NT-NR_2003;CH_NT-NR_2003__St-Gallen;CH_SG;3;CH_SVP|UDC_RE-SG;12;454594;
CH_NT-NR_2003__CH_NT-NR_2003__Graubuenden-Grigioni-Grischun__SVP-Graubuenden-Kantonalpartei;SVP-Graubuenden-Kantonalpartei;CH_NT-NR_2003;CH_NT-NR_2003__Graubuenden-Grigioni-Grischun;CH_GR;2;CH_BDP_RE-GR;5;70824;
CH_NT-NR_2003__CH_NT-NR_2003__Graubuenden-Grigioni-Grischun__SVP-Graubuenden-Junge-SVP;SVP-Graubuenden-Junge-SVP;CH_NT-NR_2003;CH_NT-NR_2003__Graubuenden-Grigioni-Grischun;CH_GR;7;;5;7268;
CH_NT-NR_2003__CH_NT-NR_2003__Aargau__SVP-Schweizerische-Volkspartei-des-Kantons-Aargau;SVP-Schweizerische-Volkspartei-des-Kantons-Aargau;CH_NT-NR_2003;CH_NT-NR_2003__Aargau;CH_AG;1A;CH_SVP|UDC_RE-AG;15;706932;
CH_NT-NR_2003__CH_NT-NR_2003__Aargau__Junge-SVP-des-Kantons-Aargau;Junge-SVP-des-Kantons-Aargau;CH_NT-NR_2003;CH_NT-NR_2003__Aargau;CH_AG;1B;;15;34345;
CH_NT-NR_2003__CH_NT-NR_2003__Thurgau__Junge-Schweizerische-Volkspartei-JSVP;Junge-Schweizerische-Volkspartei-JSVP;CH_NT-NR_2003;CH_NT-NR_2003__Thurgau;CH_TG;2;;6;6607;
CH_NT-NR_2003__CH_NT-NR_2003__Thurgau__Schweizerische-Volkspartei-Thurgau-SVP;Schweizerische-Volkspartei-Thurgau-SVP;CH_NT-NR_2003;CH_NT-NR_2003__Thurgau;CH_TG;7;CH_SVP|UDC_RE-TG;6;141894;
CH_NT-NR_2003__CH_NT-NR_2003__Ticino__UDC-SVP-Unione-Democratica-di-Centro-Sezione-Ticino;UDC-SVP-Unione-Democratica-di-Centro-Sezione-Ticino;CH_NT-NR_2003;CH_NT-NR_2003__Ticino;CH_TI;5;;8;52012;
CH_NT-NR_2003__CH_NT-NR_2003__Vaud__Parti-de-lUnion-Democratique-du-Centre;Parti-de-lUnion-Democratique-du-Centre;CH_NT-NR_2003;CH_NT-NR_2003__Vaud;CH_VD;6;CH_SVP|UDC_RE-VD;18;535868;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__UDC-Seniors;UDC-Seniors;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;13;;5;4032;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__UDC-Femmes;UDC-Femmes;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;14;;6;4976;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__UDC-Valais-romand;UDC-Valais-romand;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;15;CH_SVP|UDC_RE-VS;6;52329;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__UDC-Jeunes;UDC-Jeunes;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;16;;7;6647;
CH_NT-NR_2003__CH_NT-NR_2003__Valais-Wallis__SVP-Oberwallis;SVP-Oberwallis;CH_NT-NR_2003;CH_NT-NR_2003__Valais-Wallis;CH_VS;17;;6;11001;
CH_NT-NR_2003__CH_NT-NR_2003__Neuchatel__UDC;UDC;CH_NT-NR_2003;CH_NT-NR_2003__Neuchatel;CH_NE;37;CH_SVP|UDC_RE-NE;5;55531;
CH_NT-NR_2003__CH_NT-NR_2003__Geneve__UDC-Geneve-Qualite-suisse;UDC-Geneve-Qualite-suisse;CH_NT-NR_2003;CH_NT-NR_2003__Geneve;CH_GE;4;CH_SVP|UDC_RE-GE;6;129828;
CH_NT-NR_2003__CH_NT-NR_2003__Jura__Union-democratique-du-centre-UDC;Union-democratique-du-centre-UDC;CH_NT-NR_2003;CH_NT-NR_2003__Jura;CH_JU;8;;2;3623;
CH_NT-NR_2007__CH_NT-NR_2007__Zuerich__Humanistische-Partei;Humanistische-Partei;CH_NT-NR_2007;CH_NT-NR_2007__Zuerich;CH_ZH;25;;13;8030;
CH_NT-NR_2007__CH_NT-NR_2007__Zuerich__Buergerinitiative-fordert-Bundesrat-Nationalrat-Loehne-zu-kuerzen-dafuer-die-AHV-fuer-das-Volk-zu-erhoehen;Buergerinitiative-fordert-Bundesrat-Nationalrat-Loehne-zu-kuerzen-dafuer-die-AHV-fuer-das-Volk-zu-erhoehen;CH_NT-NR_2007;CH_NT-NR_2007__Zuerich;CH_ZH;29;;1;1651;
CH_NT-NR_2007__CH_NT-NR_2007__Zuerich__Hanf-Ueli-Unabhaengig;Hanf-Ueli-Unabhaengig;CH_NT-NR_2007;CH_NT-NR_2007__Zuerich;CH_ZH;9;;1;7500;
CH_NT-NR_2007__CH_NT-NR_2007__Bern-Berne__Partei-Interessengemeinschaft-Gesundheit-Parti-Independant-Sante;Partei-Interessengemeinschaft-Gesundheit-Parti-Independant-Sante;CH_NT-NR_2007;CH_NT-NR_2007__Bern-Berne;CH_BE;21;;25;63310;
CH_NT-NR_2007__CH_NT-NR_2007__Bern-Berne__Joerg-Stettler-Bueezer-Joerg-Stettler-Bosseur;Joerg-Stettler-Bueezer-Joerg-Stettler-Bosseur;CH_NT-NR_2007;CH_NT-NR_2007__Bern-Berne;CH_BE;22;;1;2861;
CH_NT-NR_2007__CH_NT-NR_2007__Bern-Berne__Maenner-Partei;Maenner-Partei;CH_NT-NR_2007;CH_NT-NR_2007__Bern-Berne;CH_BE;23;;8;13973;
CH_NT-NR_2007__CH_NT-NR_2007__Bern-Berne__Interessengemeinschaft-gegen-Missmanagement-Communaute-dinterets-contre-missmanagement;Interessengemeinschaft-gegen-Missmanagement-Communaute-dinterets-contre-missmanagement;CH_NT-NR_2007;CH_NT-NR_2007__Bern-Berne;CH_BE;24;;1;5954;
CH_NT-NR_2007__CH_NT-NR_2007__Luzern__CHance21-Parteilose;CHance21-Parteilose;CH_NT-NR_2007;CH_NT-NR_2007__Luzern;CH_LU;11;;7;11413;
CH_NT-NR_2007__CH_NT-NR_2007__Obwalden__Lukas-Gasser-Ueberparteiliches-Komitee-Luke-Gasser-uf-Baern;Lukas-Gasser-Ueberparteiliches-Komitee-Luke-Gasser-uf-Baern;CH_NT-NR_2007;CH_NT-NR_2007__Obwalden;CH_OW;3;;1;3095;
CH_NT-NR_2007__CH_NT-NR_2007__Glarus__Julius-Faeh-Uebrige;Julius-Faeh-Uebrige;CH_NT-NR_2007;CH_NT-NR_2007__Glarus;CH_GL;3;;1;130;
CH_NT-NR_2007__CH_NT-NR_2007__Fribourg-Freiburg__MCI-Mouvement-Citoyen-Independant-UBB-Unabhaengige-Buerger-Bewegung;MCI-Mouvement-Citoyen-Independant-UBB-Unabhaengige-Buerger-Bewegung;CH_NT-NR_2007;CH_NT-NR_2007__Fribourg-Freiburg;CH_FR;12;;5;1149;
CH_NT-NR_2007__CH_NT-NR_2007__Fribourg-Freiburg__Centre-gauche-Ouverture-et-Independants-Mitte-links-Freie-Liste;Centre-gauche-Ouverture-et-Independants-Mitte-links-Freie-Liste;CH_NT-NR_2007;CH_NT-NR_2007__Fribourg-Freiburg;CH_FR;13;;5;5310;
CH_NT-NR_2007__CH_NT-NR_2007__Fribourg-Freiburg__Pour-plus-de-logique-en-politique-Fuer-mehr-Logik-in-der-Politik;Pour-plus-de-logique-en-politique-Fuer-mehr-Logik-in-der-Politik;CH_NT-NR_2007;CH_NT-NR_2007__Fribourg-Freiburg;CH_FR;6;;1;1018;
CH_NT-NR_2007__CH_NT-NR_2007__Basel-Stadt__Schweizerische-Buerger-Partei-SBP;Schweizerische-Buerger-Partei-SBP;CH_NT-NR_2007;CH_NT-NR_2007__Basel-Stadt;CH_BS;16;;5;539;
CH_NT-NR_2007__CH_NT-NR_2007__Basel-Stadt__Volks-Aktion-gegen-zuviele-Auslaender-und-Asylanten-in-unserer-Heimat-VA;Volks-Aktion-gegen-zuviele-Auslaender-und-Asylanten-in-unserer-Heimat-VA;CH_NT-NR_2007;CH_NT-NR_2007__Basel-Stadt;CH_BS;19;;3;4226;
CH_NT-NR_2007__CH_NT-NR_2007__Appenzell-A-RH__Edgar-Bischof-Uebrige;Edgar-Bischof-Uebrige;CH_NT-NR_2007;CH_NT-NR_2007__Appenzell-A-RH;CH_AR;2;;1;1617;
CH_NT-NR_2007__CH_NT-NR_2007__Appenzell-A-RH__Ivo-Mueller-Uebrige;Ivo-Mueller-Uebrige;CH_NT-NR_2007;CH_NT-NR_2007__Appenzell-A-RH;CH_AR;3;;1;149;
CH_NT-NR_2007__CH_NT-NR_2007__Appenzell-A-RH__Matthias-Weisshaupt-Uebrige;Matthias-Weisshaupt-Uebrige;CH_NT-NR_2007;CH_NT-NR_2007__Appenzell-A-RH;CH_AR;4;;1;136;
CH_NT-NR_2007__CH_NT-NR_2007__Appenzell-A-RH__Jakob-Freund-Uebrige;Jakob-Freund-Uebrige;CH_NT-NR_2007;CH_NT-NR_2007__Appenzell-A-RH;CH_AR;5;;1;110;
CH_NT-NR_2007__CH_NT-NR_2007__St-Gallen__Fuer-Kinder-und-Jugend;Fuer-Kinder-und-Jugend;CH_NT-NR_2007;CH_NT-NR_2007__St-Gallen;CH_SG;18;;1;4955;
CH_NT-NR_2007__CH_NT-NR_2007__St-Gallen__Die-Ostschweizer-Partei-DOP-Kanton-St-Gallen;Die-Ostschweizer-Partei-DOP-Kanton-St-Gallen;CH_NT-NR_2007;CH_NT-NR_2007__St-Gallen;CH_SG;21;;1;211;
CH_NT-NR_2007__CH_NT-NR_2007__St-Gallen__Tierschutz-ist-Menschenschutz;Tierschutz-ist-Menschenschutz;CH_NT-NR_2007;CH_NT-NR_2007__St-Gallen;CH_SG;23;;1;3240;
CH_NT-NR_2007__CH_NT-NR_2007__St-Gallen__Fuer-unabhaengige-Ideen-und-Loesungen-in-der-Politik;Fuer-unabhaengige-Ideen-und-Loesungen-in-der-Politik;CH_NT-NR_2007;CH_NT-NR_2007__St-Gallen;CH_SG;24;;1;1729;
CH_NT-NR_2007__CH_NT-NR_2007__Graubuenden-Grigioni-Grischun__Daniel-Trappitsch;Daniel-Trappitsch;CH_NT-NR_2007;CH_NT-NR_2007__Graubuenden-Grigioni-Grischun;CH_GR;13;;1;1145;
CH_NT-NR_2007__CH_NT-NR_2007__Aargau__FAP-Familiae-Partei;FAP-Familiae-Partei;CH_NT-NR_2007;CH_NT-NR_2007__Aargau;CH_AG;10;;1;3414;
CH_NT-NR_2007__CH_NT-NR_2007__Aargau__Forum-Liberale-Mitte-fuer-Mensch-Umwelt-Wirtschaft;Forum-Liberale-Mitte-fuer-Mensch-Umwelt-Wirtschaft;CH_NT-NR_2007;CH_NT-NR_2007__Aargau;CH_AG;9;;15;101684;
CH_NT-NR_2007__CH_NT-NR_2007__Thurgau__Alternative-Liste-gegen-Politluegen-AL;Alternative-Liste-gegen-Politluegen-AL;CH_NT-NR_2007;CH_NT-NR_2007__Thurgau;CH_TG;10;;3;2911;
CH_NT-NR_2007__CH_NT-NR_2007__Ticino__I-Liberisti;I-Liberisti;CH_NT-NR_2007;CH_NT-NR_2007__Ticino;CH_TI;6;;1;411;
CH_NT-NR_2007__CH_NT-NR_2007__Ticino__Partito-Umanista;Partito-Umanista;CH_NT-NR_2007;CH_NT-NR_2007__Ticino;CH_TI;7;;8;4568;
CH_NT-NR_2007__CH_NT-NR_2007__Vaud__ecologie-liberale;ecologie-liberale;CH_NT-NR_2007;CH_NT-NR_2007__Vaud;CH_VD;11;CH_GPL|PVL_RE-VD;18;106032;
CH_NT-NR_2007__CH_NT-NR_2007__Valais-Wallis__Nous-liberaux-Mouvement-ecologie-liberale-Bewegung-fuer-oekologische-Wirtschaft;Nous-liberaux-Mouvement-ecologie-liberale-Bewegung-fuer-oekologische-Wirtschaft;CH_NT-NR_2007;CH_NT-NR_2007__Valais-Wallis;CH_VS;17;;6;7202;
CH_NT-NR_2007__CH_NT-NR_2007__Valais-Wallis__Gauche-valaisanne-alternative;Gauche-valaisanne-alternative;CH_NT-NR_2007;CH_NT-NR_2007__Valais-Wallis;CH_VS;24;;4;3395;
CH_NT-NR_2007__CH_NT-NR_2007__Valais-Wallis__Force-citoyenne-Walliser-Buergerbewegung;Force-citoyenne-Walliser-Buergerbewegung;CH_NT-NR_2007;CH_NT-NR_2007__Valais-Wallis;CH_VS;28;;3;1774;
CH_NT-NR_2007__CH_NT-NR_2007__Neuchatel__ULR-Mouvement-Ecologie-liberale;ULR-Mouvement-Ecologie-liberale;CH_NT-NR_2007;CH_NT-NR_2007__Neuchatel;CH_NE;38;;5;3993;
CH_NT-NR_2007__CH_NT-NR_2007__Neuchatel__Parti-Libre-et-Independant;Parti-Libre-et-Independant;CH_NT-NR_2007;CH_NT-NR_2007__Neuchatel;CH_NE;40;;1;417;
CH_NT-NR_2007__CH_NT-NR_2007__Geneve__A-Gauche-Toute-Les-communistes-nouvelle-geneneration;A-Gauche-Toute--Les-communistes-nouvelle-geneneration;CH_NT-NR_2007;CH_NT-NR_2007__Geneve;CH_GE;10;;7;6450;
CH_NT-NR_2007__CH_NT-NR_2007__Zuerich__CSP-Zuerich-Christlich-soziale-Partei;CSP-Zuerich-Christlich-soziale-Partei;CH_NT-NR_2007;CH_NT-NR_2007__Zuerich;CH_ZH;24;;34;19939;
CH_NT-NR_2007__CH_NT-NR_2007__Fribourg-Freiburg__Centre-gauche-Parti-chretien-social-PCS-Mitte-links-Christlich-soziale-Partei-CSP;Centre-gauche-Parti-chretien-social-PCS-Mitte-links-Christlich-soziale-Partei-CSP;CH_NT-NR_2007;CH_NT-NR_2007__Fribourg-Freiburg;CH_FR;4;CH_CsP|PCS_RE-FR;7;36394;
CH_NT-NR_2007__CH_NT-NR_2007__Valais-Wallis__Parti-Chretien-Social-du-Valais-romand-PCS-VR;Parti-Chretien-Social-du-Valais-romand-PCS-VR;CH_NT-NR_2007;CH_NT-NR_2007__Valais-Wallis;CH_VS;15;;6;8304;
CH_NT-NR_2007__CH_NT-NR_2007__Jura__Parti-chretien-social-independant-PCSI;Parti-chretien-social-independant-PCSI;CH_NT-NR_2007;CH_NT-NR_2007__Jura;CH_JU;4;;2;4646;
CH_NT-NR_2007__CH_NT-NR_2007__Zuerich__Christlichdemokratische-Volkspartei-CVP-Junge-JCVP;Christlichdemokratische-Volkspartei-CVP-Junge-JCVP;CH_NT-NR_2007;CH_NT-NR_2007__Zuerich;CH_ZH;10;;24;49017;
CH_NT-NR_2007__CH_NT-NR_2007__Zuerich__Christlichdemokratische-Volkspartei-CVP;Christlichdemokratische-Volkspartei-CVP;CH_NT-NR_2007;CH_NT-NR_2007__Zuerich;CH_ZH;5;CH_CVP|PDC_RE-ZH;34;966917;
CH_NT-NR_2007__CH_NT-NR_2007__Bern-Berne__Zentrum-Christlichdemokratische-Volkspartei-Centre-Parti-democrate-chretien;Zentrum-Christlichdemokratische-Volkspartei-Centre-Parti-democrate-chretien;CH_NT-NR_2007;CH_NT-NR_2007__Bern-Berne;CH_BE;18;CH_CVP|PDC_RE-BE;26;252852;
CH_NT-NR_2007__CH_NT-NR_2007__Bern-Berne__Zentrum-die-Liberalsozialen-Centre-les-liberaux-sociaux;Zentrum-die-Liberalsozialen-Centre-les-liberaux-sociaux;CH_NT-NR_2007;CH_NT-NR_2007__Bern-Berne;CH_BE;19;;26;78838;
CH_NT-NR_2007__CH_NT-NR_2007__Luzern__Junge-Liste;Junge-Liste;CH_NT-NR_2007;CH_NT-NR_2007__Luzern;CH_LU;22;;5;5949;
CH_NT-NR_2007__CH_NT-NR_2007__Luzern__Christlichdemokratische-Volkspartei-CVP-Stadt-Luzern-Amt-Luzern-Land-Amt-Hochdorf;Christlichdemokratische-Volkspartei-CVP-Stadt-Luzern-Amt-Luzern-Land-Amt-Hochdorf;CH_NT-NR_2007;CH_NT-NR_2007__Luzern;CH_LU;4A;CH_CVP|PDC_RE-LU;9;140224;
CH_NT-NR_2007__CH_NT-NR_2007__Luzern__Christlichdemokratische-Volkspartei-CVP-Amt-Sursee-Amt-Willisau-Amt-Entlebuch;Christlichdemokratische-Volkspartei-CVP-Amt-Sursee-Amt-Willisau-Amt-Entlebuch;CH_NT-NR_2007;CH_NT-NR_2007__Luzern;CH_LU;4B;CH_CVP|PDC_RE-LU;8;208905;
CH_NT-NR_2007__CH_NT-NR_2007__Schwyz__Junge-Christlichdemokratische-Volkspartei-JCVP-des-Kantons-Schwyz;Junge-Christlichdemokratische-Volkspartei-JCVP-des-Kantons-Schwyz;CH_NT-NR_2007;CH_NT-NR_2007__Schwyz;CH_SZ;10;;4;1617;
CH_NT-NR_2007__CH_NT-NR_2007__Schwyz__Christlichdemokratische-Volkspartei-CVP-des-Kantons-Schwyz;Christlichdemokratische-Volkspartei-CVP-des-Kantons-Schwyz;CH_NT-NR_2007;CH_NT-NR_2007__Schwyz;CH_SZ;2;CH_CVP|PDC_RE-SZ;4;34880;
CH_NT-NR_2007__CH_NT-NR_2007__Obwalden__Patrik-Imfeld-Christlich-Demokratische-Volkspartei-Obwalden;Patrik-Imfeld-Christlich-Demokratische-Volkspartei-Obwalden;CH_NT-NR_2007;CH_NT-NR_2007__Obwalden;CH_OW;4;;1;4462;
CH_NT-NR_2007__CH_NT-NR_2007__Zug__Christlichdemokratische-Volkspartei-CVP-Zug-Baar;Christlichdemokratische-Volkspartei-CVP-Zug-Baar;CH_NT-NR_2007;CH_NT-NR_2007__Zug;CH_ZG;3;;3;6618;
CH_NT-NR_2007__CH_NT-NR_2007__Zug__Christlichdemokratische-Volkspartei-CVP-Zugerland;Christlichdemokratische-Volkspartei-CVP-Zugerland;CH_NT-NR_2007;CH_NT-NR_2007__Zug;CH_ZG;4;CH_CVP|PDC_RE-ZG;3;17877;
